"","route","count"
"2164","130255->130185",163
"2165","130255->130200",1
"2166","130255->130250",134
"2167","130255->130260",1182
"2168","130255->130280",1
"2169","130255->130353",4
"2170","130255->130356",2
"2171","130255->130406",1
"2172","130260->130002",59
"2173","130260->130006",15
"2174","130260->130008",84
"2175","130260->130010",56
"2176","130260->130014",4
"2177","130260->130020",15
"2178","130260->130030",186
"2179","130260->130040",47
"2180","130260->130050",58
"2181","130260->130060",81
"2182","130260->130063",54
"2183","130260->130068",58
"2184","130260->130070",5
"2185","130260->130080",165
"2186","130260->130083",18
"2187","130260->130090",2
"2188","130260->130100",42
"2189","130260->130110",145
"2190","130260->130115",57
"2191","130260->130120",435
"2192","130260->130130",108
"2193","130260->130140",17
"2194","130260->130150",7
"2195","130260->130160",65
"2196","130260->130170",33
"2197","130260->130180",1
"2198","130260->130185",740
"2199","130260->130190",1141
"2200","130260->130195",15
"2201","130260->130200",46
"2202","130260->130210",15
"2203","130260->130220",30
"2204","130260->130230",33
"2205","130260->130240",71
"2206","130260->130250",656
"2207","130260->130255",113
"2208","130260->130270",95
"2209","130260->130280",18
"2210","130260->130290",277
"2211","130260->130300",32
"2212","130260->130310",172
"2213","130260->130320",875
"2214","130260->130330",93
"2215","130260->130340",493
"2216","130260->130350",5
"2217","130260->130353",1348
"2218","130260->130356",1444
"2219","130260->130360",23
"2220","130260->130370",30
"2221","130260->130380",43
"2222","130260->130390",25
"2223","130260->130395",40
"2224","130260->130400",34
"2225","130260->130406",28
"2226","130260->130410",63
"2227","130260->130420",184
"2228","130260->130423",10
"2229","130260->130426",24
"2230","130260->130430",40
"2231","130260->130440",59
"2232","130270->130014",1095
"2233","130270->130030",1
"2234","130270->130070",2
"2235","130270->130080",22
"2236","130270->130090",7
"2237","130270->130100",2
"2238","130270->130110",1798
"2239","130270->130120",1
"2240","130270->130170",3817
"2241","130270->130185",5
"2242","130270->130190",3
"2243","130270->130240",9
"2244","130270->130250",4
"2245","130270->130255",7
"2246","130270->130260",296
"2247","130270->130290",1
"2248","130270->130310",6
"2249","130270->130330",230
"2250","130270->130340",1
"2251","130270->130353",1
"2252","130270->130395",1
"2253","130270->130410",2
"2254","130280->130002",251
"2255","130280->130120",12
"2256","130280->130130",2
"2257","130280->130160",24
"2258","130280->130210",66
"2259","130280->130220",5
"2260","130280->130230",2
"2261","130280->130250",2
"2262","130280->130260",55
"2263","130280->130360",42
"2264","130280->130390",1
"2265","130280->130406",1
"2266","130280->130420",1072
"2267","130280->130426",2
"2268","130290->130008",2
"2269","130290->130014",753
"2270","130290->130030",3
"2271","130290->130050",27
"2272","130290->130068",55
"2273","130290->130080",89
"2274","130290->130110",1
"2275","130290->130185",4
"2276","130290->130190",137
"2277","130290->130200",1
"2278","130290->130230",4
"2279","130290->130250",6
"2280","130290->130260",751
"2281","130290->130300",1
"2282","130290->130310",375
"2283","130290->130330",1
"2284","130290->130340",305
"2285","130290->130353",2
"2286","130290->130356",7
"2287","130290->130400",6
"2288","130290->130406",1
"2289","130290->130440",5
"2290","130290->150360",1
"2291","130300->130050",3
"2292","130300->130260",35
"2293","130300->130340",212
"2294","130300->130430",1
"2295","130310->130014",8
"2296","130310->130030",16
"2297","130310->130040",2
"2298","130310->130060",1
"2299","130310->130080",11
"2300","130310->130185",4
"2301","130310->130190",20
"2302","130310->130255",1
"2303","130310->130260",184
"2304","130310->130290",10
"2305","130310->130320",3
"2306","130310->130330",5
"2307","130310->130340",6
"2308","130310->130353",1
"2309","130310->130356",1
"2310","130320->130002",1
"2311","130320->130008",12
"2312","130320->130010",1
"2313","130320->130030",1
"2314","130320->130040",155
"2315","130320->130063",1
"2316","130320->130083",12
"2317","130320->130110",2
"2318","130320->130115",1
"2319","130320->130120",5
"2320","130320->130130",5
"2321","130320->130185",102
"2322","130320->130190",2
"2323","130320->130200",1
"2324","130320->130240",1
"2325","130320->130250",306
"2326","130320->130255",15
"2327","130320->130260",2110
"2328","130320->130290",2
"2329","130320->130310",4
"2330","130320->130330",1
"2331","130320->130340",2
"2332","130320->130353",5
"2333","130320->130356",2
"2334","130320->130360",2
"2335","130320->130420",1
"2336","130330->130010",2
"2337","130330->130014",2816
"2338","130330->130030",1
"2339","130330->130080",108
"2340","130330->130130",1
"2341","130330->130170",206
"2342","130330->130185",2
"2343","130330->130190",3
"2344","130330->130240",1
"2345","130330->130250",3
"2346","130330->130260",245
"2347","130330->130270",119
"2348","130330->130290",1
"2349","130330->130310",287
"2350","130330->130340",1
"2351","130330->130353",1
"2352","130330->130356",2
"2353","130330->130395",1
"2354","130330->130400",1
"2355","130330->130420",1
"2356","130340->130010",1
"2357","130340->130068",1
"2358","130340->130185",1
"2359","130340->130200",1
"2360","130340->130250",3
"2361","130340->130260",114
"2362","130340->130330",1
"2363","130340->130353",3
"2364","130340->130356",1
"2365","130340->130395",3
"2366","130340->130430",1
"2367","130350->130070",3724
"2368","130350->130083",1
"2369","130350->130090",2
"2370","130350->130180",1
"2371","130350->130240",37
"2372","130350->130260",21
"2373","130350->130356",1
"2374","130350->130410",2
"2375","130353->130006",1
"2376","130353->130008",2
"2377","130353->130010",5
"2378","130353->130014",1
"2379","130353->130030",10
"2380","130353->130040",5
"2381","130353->130050",7
"2382","130353->130068",5
"2383","130353->130080",6
"2384","130353->130083",2
"2385","130353->130100",1
"2386","130353->130110",3
"2387","130353->130115",8
"2388","130353->130120",15
"2389","130353->130130",4
"2390","130353->130160",2
"2391","130353->130170",1
"2392","130353->130185",43
"2393","130353->130190",105
"2394","130353->130200",11
"2395","130353->130250",42
"2396","130353->130255",18
"2397","130353->130260",9986
"2398","130353->130280",1
"2399","130353->130290",2
"2400","130353->130300",4
"2401","130353->130310",11
"2402","130353->130320",62
"2403","130353->130330",4
"2404","130353->130340",48
"2405","130353->130356",32
"2406","130353->130370",1
"2407","130353->130395",23
"2408","130353->130400",3
"2409","130353->130406",1
"2410","130353->130420",3
"2411","130353->130430",10
"2412","130356->130010",3
"2413","130356->130014",1
"2414","130356->130020",2
"2415","130356->130030",9
"2416","130356->130040",2
"2417","130356->130050",3
"2418","130356->130060",1
"2419","130356->130063",3
"2420","130356->130068",8
"2421","130356->130080",5
"2422","130356->130083",3
"2423","130356->130100",1
"2424","130356->130110",20
"2425","130356->130115",20
"2426","130356->130120",27
"2427","130356->130130",19
"2428","130356->130170",4
"2429","130356->130185",63
"2430","130356->130190",850
"2431","130356->130200",8
"2432","130356->130240",3
"2433","130356->130250",54
"2434","130356->130255",7
"2435","130356->130260",12179
"2436","130356->130280",2
"2437","130356->130290",16
"2438","130356->130300",1
"2439","130356->130310",20
"2440","130356->130320",2
"2441","130356->130330",1
"2442","130356->130340",18
"2443","130356->130350",1
"2444","130356->130353",62
"2445","130356->130360",1
"2446","130356->130395",6
"2447","130356->130400",9
"2448","130356->130420",3
"2449","130356->130430",2
"2450","130356->130440",14
"2451","130360->130040",259
"2452","130360->130083",1
"2453","130360->130120",1
"2454","130360->130185",3
"2455","130360->130210",13
"2456","130360->130250",3
"2457","130360->130260",254
"2458","130360->130280",1
"2459","130360->130310",1
"2460","130360->130353",1
"2461","130360->130356",3
"2462","130360->130380",863
"2463","130360->130406",1
"2464","130370->130006",108
"2465","130370->130020",12
"2466","130370->130060",100
"2467","130370->130120",1
"2468","130370->130160",2
"2469","130370->130185",2
"2470","130370->130210",2
"2471","130370->130230",8
"2472","130370->130260",51
"2473","130370->130390",69
"2474","130370->130406",68
"2475","130370->130420",1
"2476","130370->130423",26
"2477","130380->130002",1
"2478","130380->130010",2
"2479","130380->130030",4
"2480","130380->130040",65
"2481","130380->130050",1
"2482","130380->130060",2
"2483","130380->130068",1
"2484","130380->130110",1
"2485","130380->130120",6
"2486","130380->130160",2
"2487","130380->130170",3
"2488","130380->130185",23
"2489","130380->130190",4
"2490","130380->130200",1
"2491","130380->130220",1
"2492","130380->130250",13
"2493","130380->130260",1103
"2494","130380->130270",1
"2495","130380->130290",1
"2496","130380->130310",2
"2497","130380->130320",11
"2498","130380->130340",6
"2499","130380->130353",9
"2500","130380->130356",11
"2501","130380->130360",782
"2502","130380->130406",1
"2503","130380->130410",2
"2504","130380->130420",3
"2505","130390->130006",78
"2506","130390->130020",10
"2507","130390->130060",471
"2508","130390->130230",2
"2509","130390->130260",25
"2510","130390->130370",62
"2511","130390->130406",805
"2512","130390->130423",5
"2513","130395->130050",2
"2514","130395->130068",1
"2515","130395->130120",1
"2516","130395->130185",2
"2517","130395->130190",42
"2518","130395->130200",1057
"2519","130395->130260",252
"2520","130395->130290",1
"2521","130395->130300",1
"2522","130395->130340",42
"2523","130395->130353",1457
"2524","130395->130356",5
"2525","130395->130400",9
"2526","130395->130430",847
"2527","130395->130440",4
"2528","130400->130040",1
"2529","130400->130050",1
"2530","130400->130068",1
"2531","130400->130185",1
"2532","130400->130190",2118
"2533","130400->130200",380
"2534","130400->130260",179
"2535","130400->130310",3
"2536","130400->130320",1
"2537","130400->130340",3
"2538","130400->130353",1
"2539","130400->130356",13
"2540","130400->130395",1
"2541","130400->130430",1
"2542","130400->130440",1
"2543","130406->130002",23
"2544","130406->130006",39
"2545","130406->130020",86
"2546","130406->130060",2591
"2547","130406->130063",1
"2548","130406->130120",2
"2549","130406->130160",3
"2550","130406->130185",1
"2551","130406->130190",1
"2552","130406->130210",6
"2553","130406->130230",6
"2554","130406->130260",169
"2555","130406->130340",2
"2556","130406->130370",22
"2557","130406->130390",826
"2558","130406->130420",2
"2559","130406->130423",3
"2560","130410->130008",11
"2561","130410->130010",2
"2562","130410->130014",1
"2563","130410->130030",1
"2564","130410->130040",1
"2565","130410->130063",61
"2566","130410->130070",3
"2567","130410->130080",2
"2568","130410->130090",94
"2569","130410->130100",1
"2570","130410->130110",1
"2571","130410->130130",5
"2572","130410->130170",930
"2573","130410->130185",5
"2574","130410->130190",1
"2575","130410->130195",8
"2576","130410->130240",333
"2577","130410->130250",212
"2578","130410->130255",1
"2579","130410->130260",457
"2580","130410->130310",1
"2581","130410->130320",1
"2582","130410->130340",3
"2583","130410->130353",2
"2584","130410->130356",1
"2585","130410->130395",1
"2586","130410->130406",1
"2587","130410->130420",4
"2588","130410->130440",1
"2589","130420->130002",1532
"2590","130420->130010",1
"2591","130420->130020",1
"2592","130420->130030",6
"2593","130420->130040",1
"2594","130420->130060",7
"2595","130420->130080",1
"2596","130420->130100",24
"2597","130420->130110",1
"2598","130420->130120",242
"2599","130420->130130",17
"2600","130420->130160",55
"2601","130420->130185",12
"2602","130420->130195",1
"2603","130420->130200",1
"2604","130420->130210",44
"2605","130420->130220",41
"2606","130420->130230",48
"2607","130420->130250",18
"2608","130420->130255",1
"2609","130420->130260",1088
"2610","130420->130280",45
"2611","130420->130290",3
"2612","130420->130300",1
"2613","130420->130320",1
"2614","130420->130330",2
"2615","130420->130340",4
"2616","130420->130353",3
"2617","130420->130356",7
"2618","130420->130360",1
"2619","130420->130370",7
"2620","130420->130406",10
"2621","130420->130410",1
"2622","130420->130423",4
"2623","130420->130426",151
"2624","130420->130430",1
"2625","130423->130006",3
"2626","130423->130060",17
"2627","130423->130185",1
"2628","130423->130230",3
"2629","130423->130260",28
"2630","130423->130370",33
"2631","130423->130390",1
"2632","130423->130420",1
"2633","130426->130002",226
"2634","130426->130100",1
"2635","130426->130120",21
"2636","130426->130130",2
"2637","130426->130160",14
"2638","130426->130210",1
"2639","130426->130220",7
"2640","130426->130230",4
"2641","130426->130260",170
"2642","130426->130280",4
"2643","130426->130340",2
"2644","130426->130353",2
"2645","130426->130406",1
"2646","130426->130420",758
"2647","130426->130423",1
"2648","130430->130185",5
"2649","130430->130190",16
"2650","130430->130200",37
"2651","130430->130260",85
"2652","130430->130290",3
"2653","130430->130300",3
"2654","130430->130340",66
"2655","130430->130395",1665
"2656","130430->130440",7
"2657","130440->130068",1
"2658","130440->130070",1
"2659","130440->130185",1
"2660","130440->130190",5
"2661","130440->130200",4
"2662","130440->130250",1
"2663","130440->130260",30
"2664","130440->130280",1
"2665","130440->130340",2
"2666","130440->130356",1
"2667","130440->130395",1
"2668","130440->130430",2
"2669","140002->140005",91
"2670","140002->140010",5153
"2671","140002->140015",19
"2672","140002->140017",47
"2673","140002->140020",43
"2674","140002->140023",16
"2675","140002->140028",31
"2676","140002->140030",152
"2677","140002->140040",20
"2678","140002->140045",296
"2679","140002->140047",61
"2680","140002->140050",8
"2681","140002->140060",4
"2682","140002->140070",26
"2683","140005->140002",96
"2684","140005->140010",24647
"2685","140005->140015",44
"2686","140005->140017",160
"2687","140005->140020",182
"2688","140005->140023",45
"2689","140005->140028",314
"2690","140005->140030",445
"2691","140005->140040",18
"2692","140005->140045",42
"2693","140005->140047",499
"2694","140005->140050",74
"2695","140005->140060",41
"2696","140005->140070",19
"2697","140010->140002",20
"2698","140010->140005",49
"2699","140010->140015",42
"2700","140010->140017",36
"2701","140010->140020",50
"2702","140010->140023",29
"2703","140010->140028",36
"2704","140010->140030",81
"2705","140010->140040",9
"2706","140010->140045",63
"2707","140010->140047",56
"2708","140010->140050",35
"2709","140010->140060",24
"2710","140010->140070",56
"2711","140015->140002",4
"2712","140015->140005",8
"2713","140015->140010",1736
"2714","140015->140017",184
"2715","140015->140020",10
"2716","140015->140023",4
"2717","140015->140028",8
"2718","140015->140030",27
"2719","140015->140040",13
"2720","140015->140045",8
"2721","140015->140047",6
"2722","140015->140050",2
"2723","140015->140070",4
"2724","140017->140002",15
"2725","140017->140005",51
"2726","140017->140010",16993
"2727","140017->140015",477
"2728","140017->140020",81
"2729","140017->140023",13
"2730","140017->140028",108
"2731","140017->140030",138
"2732","140017->140040",31
"2733","140017->140045",54
"2734","140017->140047",47
"2735","140017->140050",13
"2736","140017->140060",10
"2737","140017->140070",13
"2738","140020->140002",1
"2739","140020->140005",25
"2740","140020->140010",4416
"2741","140020->140015",7
"2742","140020->140017",132
"2743","140020->140023",21
"2744","140020->140028",121
"2745","140020->140030",245
"2746","140020->140040",16
"2747","140020->140045",14
"2748","140020->140047",774
"2749","140020->140050",47
"2750","140020->140060",307
"2751","140020->140070",2
"2752","140023->140005",6
"2753","140023->140010",403
"2754","140023->140015",1
"2755","140023->140017",5
"2756","140023->140020",28
"2757","140023->140028",11
"2758","140023->140030",17
"2759","140023->140040",1
"2760","140023->140045",10
"2761","140023->140047",49
"2762","140023->140050",404
"2763","140023->140060",41
"2764","140028->140002",2
"2765","140028->140005",46
"2766","140028->140010",1897
"2767","140028->140015",3
"2768","140028->140017",14
"2769","140028->140020",107
"2770","140028->140023",5
"2771","140028->140030",2568
"2772","140028->140040",2
"2773","140028->140045",6
"2774","140028->140047",13
"2775","140028->140050",7
"2776","140028->140060",5
"2777","140028->140070",1
"2778","140030->140002",4
"2779","140030->140005",814
"2780","140030->140010",9500
"2781","140030->140015",51
"2782","140030->140017",88
"2783","140030->140020",158
"2784","140030->140023",30
"2785","140030->140028",612
"2786","140030->140040",2
"2787","140030->140045",34
"2788","140030->140047",219
"2789","140030->140050",15
"2790","140030->140060",76
"2791","140030->140070",10
"2792","140040->140002",1
"2793","140040->140005",2
"2794","140040->140010",260
"2795","140040->140015",17
"2796","140040->140017",4
"2797","140040->140023",1
"2798","140040->140028",2
"2799","140040->140030",9
"2800","140040->140045",43
"2801","140040->140047",1
"2802","140040->140050",1
"2803","140040->140060",3
"2804","140040->140070",23
"2805","140045->140002",18
"2806","140045->140005",7
"2807","140045->140010",756
"2808","140045->140015",16
"2809","140045->140017",9
"2810","140045->140020",6
"2811","140045->140023",2
"2812","140045->140028",1
"2813","140045->140030",11
"2814","140045->140040",4
"2815","140045->140047",10
"2816","140045->140050",4
"2817","140045->140070",76
"2818","140047->140002",6
"2819","140047->140005",25
"2820","140047->140010",1635
"2821","140047->140015",14
"2822","140047->140017",27
"2823","140047->140020",246
"2824","140047->140023",50
"2825","140047->140028",41
"2826","140047->140030",73
"2827","140047->140040",4
"2828","140047->140045",20
"2829","140047->140050",239
"2830","140047->140060",363
"2831","140047->140070",5
"2832","140050->140002",1
"2833","140050->140005",4
"2834","140050->140010",385
"2835","140050->140017",4
"2836","140050->140020",25
"2837","140050->140023",111
"2838","140050->140028",6
"2839","140050->140030",8
"2840","140050->140040",2
"2841","140050->140045",2
"2842","140050->140047",74
"2843","140050->140060",134
"2844","140050->140070",1
"2845","140060->140005",3
"2846","140060->140010",148
"2847","140060->140020",6
"2848","140060->140023",9
"2849","140060->140030",11
"2850","140060->140045",4
"2851","140060->140047",907
"2852","140060->140050",1209
"2853","140070->140002",4
"2854","140070->140005",3
"2855","140070->140010",503
"2856","140070->140015",7
"2857","140070->140017",8
"2858","140070->140020",1
"2859","140070->140023",1
"2860","140070->140028",1
"2861","140070->140030",4
"2862","140070->140040",25
"2863","140070->140045",52
"2864","140070->140047",3
"2865","150010->150030",1
"2866","150010->150070",1
"2867","150010->150080",1
"2868","150010->150085",1
"2869","150010->150120",2
"2870","150010->150130",5
"2871","150010->150140",12
"2872","150010->150180",1
"2873","150010->150240",1
"2874","150010->150280",1
"2875","150010->150330",1
"2876","150010->150400",1
"2877","150010->150442",1
"2878","150010->150490",1
"2879","150010->150520",1
"2880","150010->150553",2
"2881","150010->150570",3
"2882","150010->150580",1
"2883","150010->150590",2
"2884","150010->150650",1
"2885","150010->150770",3
"2886","150010->150820",1
"2887","150010->150830",1
"2888","150013->150080",1
"2889","150013->150380",1
"2890","150013->150420",11
"2891","150020->150010",1
"2892","150020->150080",8
"2893","150020->150130",2
"2894","150020->150140",108
"2895","150020->150190",1
"2896","150020->150275",16
"2897","150020->150330",1
"2898","150020->150405",1
"2899","150020->150442",5
"2900","150020->150470",6
"2901","150020->150580",1
"2902","150020->150700",1
"2903","150020->150710",1
"2904","150020->150746",1
"2905","150020->150760",1
"2906","150020->150795",8
"2907","150020->150800",12
"2908","150030->150010",5
"2909","150030->150070",1004
"2910","150030->150080",2
"2911","150030->150130",1
"2912","150030->150140",13
"2913","150030->150150",1
"2914","150030->150180",43
"2915","150030->150190",3
"2916","150030->150250",28
"2917","150030->150280",2
"2918","150030->150330",2
"2919","150030->150340",2
"2920","150030->150442",1
"2921","150030->150550",1
"2922","150030->150570",4
"2923","150030->150580",8
"2924","150030->150710",1
"2925","150030->150810",1
"2926","150030->150820",1
"2927","150034->150215",1
"2928","150034->150613",1
"2929","150034->150780",1
"2930","150034->150808",3
"2931","150034->150840",7
"2932","150040->150060",2
"2933","150040->150140",4
"2934","150040->150145",8
"2935","150040->150150",1
"2936","150040->150285",144
"2937","150040->150300",1
"2938","150040->150340",1
"2939","150040->150360",10
"2940","150040->150375",1
"2941","150040->150390",6
"2942","150040->150420",2
"2943","150040->150442",1
"2944","150040->150480",109
"2945","150040->150503",1
"2946","150040->150510",92
"2947","150040->150530",91
"2948","150040->150565",5
"2949","150040->150600",2
"2950","150040->150619",7
"2951","150040->150680",146
"2952","150050->150040",41
"2953","150050->150060",2
"2954","150050->150080",2
"2955","150050->150140",11
"2956","150050->150145",4
"2957","150050->150180",5
"2958","150050->150240",1
"2959","150050->150310",4
"2960","150050->150360",6
"2961","150050->150480",21
"2962","150050->150510",5
"2963","150050->150548",1
"2964","150050->150550",1
"2965","150050->150565",1
"2966","150050->150580",1
"2967","150050->150590",4
"2968","150050->150600",1
"2969","150050->150619",2
"2970","150050->150680",72
"2971","150050->150780",1
"2972","150060->150010",2
"2973","150060->150013",1
"2974","150060->150050",9
"2975","150060->150080",19
"2976","150060->150085",46
"2977","150060->150130",3
"2978","150060->150140",98
"2979","150060->150145",1
"2980","150060->150150",1
"2981","150060->150157",1
"2982","150060->150170",1
"2983","150060->150172",208
"2984","150060->150178",1
"2985","150060->150180",3
"2986","150060->150210",3
"2987","150060->150215",3
"2988","150060->150220",1
"2989","150060->150240",2
"2990","150060->150270",6
"2991","150060->150277",2
"2992","150060->150293",1
"2993","150060->150295",2
"2994","150060->150300",1
"2995","150060->150310",5
"2996","150060->150320",2
"2997","150060->150360",128
"2998","150060->150370",2
"2999","150060->150375",2
"3000","150060->150380",9
"3001","150060->150390",2
"3002","150060->150420",21
"3003","150060->150430",1
"3004","150060->150442",3
"3005","150060->150445",83
"3006","150060->150480",3
"3007","150060->150497",1
"3008","150060->150503",399
"3009","150060->150506",16
"3010","150060->150510",1
"3011","150060->150520",1
"3012","150060->150530",1
"3013","150060->150543",21
"3014","150060->150548",3
"3015","150060->150550",2
"3016","150060->150553",10
"3017","150060->150555",1
"3018","150060->150565",26
"3019","150060->150590",6
"3020","150060->150613",21
"3021","150060->150616",1
"3022","150060->150618",1
"3023","150060->150619",39
"3024","150060->150620",1
"3025","150060->150650",3
"3026","150060->150660",2
"3027","150060->150670",1
"3028","150060->150680",77
"3029","150060->150715",1
"3030","150060->150730",275
"3031","150060->150745",1
"3032","150060->150750",1
"3033","150060->150760",1
"3034","150060->150775",1
"3035","150060->150780",44
"3036","150060->150795",8
"3037","150060->150805",179
"3038","150060->150808",40
"3039","150060->150810",6
"3040","150060->150812",1
"3041","150060->150815",1521
"3042","150060->150835",53
"3043","150060->150840",5
"3044","150070->150010",150
"3045","150070->150020",1
"3046","150070->150030",7304
"3047","150070->150050",4
"3048","150070->150080",145
"3049","150070->150110",27
"3050","150070->150130",30
"3051","150070->150140",1093
"3052","150070->150150",7
"3053","150070->150172",1
"3054","150070->150180",2019
"3055","150070->150190",21
"3056","150070->150200",55
"3057","150070->150210",26
"3058","150070->150220",3
"3059","150070->150230",1
"3060","150070->150240",9
"3061","150070->150250",355
"3062","150070->150260",67
"3063","150070->150275",5
"3064","150070->150280",15
"3065","150070->150290",3
"3066","150070->150307",3
"3067","150070->150309",5
"3068","150070->150310",17
"3069","150070->150320",1
"3070","150070->150330",29
"3071","150070->150350",2
"3072","150070->150360",1
"3073","150070->150370",1
"3074","150070->150400",17
"3075","150070->150420",2
"3076","150070->150430",1
"3077","150070->150440",2
"3078","150070->150442",28
"3079","150070->150450",30
"3080","150070->150470",2
"3081","150070->150480",5
"3082","150070->150490",85
"3083","150070->150495",1
"3084","150070->150506",1
"3085","150070->150520",12
"3086","150070->150530",4
"3087","150070->150550",2
"3088","150070->150570",505
"3089","150070->150580",106
"3090","150070->150590",1
"3091","150070->150600",1
"3092","150070->150620",3
"3093","150070->150640",97
"3094","150070->150650",7
"3095","150070->150680",4
"3096","150070->150690",1
"3097","150070->150700",2
"3098","150070->150710",2
"3099","150070->150720",2
"3100","150070->150770",389
"3101","150070->150790",6
"3102","150070->150795",1
"3103","150070->150800",2
"3104","150070->150810",2
"3105","150070->150815",1
"3106","150070->150820",18
"3107","150080->150020",1
"3108","150080->150030",1
"3109","150080->150060",2
"3110","150080->150070",1
"3111","150080->150130",2
"3112","150080->150140",77
"3113","150080->150150",2
"3114","150080->150170",1
"3115","150080->150210",1
"3116","150080->150220",4
"3117","150080->150230",1
"3118","150080->150260",2
"3119","150080->150320",2
"3120","150080->150400",1
"3121","150080->150430",2
"3122","150080->150440",2
"3123","150080->150442",17
"3124","150080->150530",1
"3125","150080->150550",1
"3126","150080->150580",3
"3127","150080->150620",2
"3128","150080->150650",2
"3129","150080->150690",1
"3130","150080->150746",1
"3131","150080->150747",1
"3132","150080->150760",1
"3133","150080->150790",1
"3134","150080->150795",1
"3135","150080->150796",1
"3136","150085->150010",1
"3137","150085->150013",2
"3138","150085->150060",1126
"3139","150085->150080",9
"3140","150085->150095",1
"3141","150085->150120",1
"3142","150085->150130",2
"3143","150085->150140",49
"3144","150085->150150",3
"3145","150085->150157",2
"3146","150085->150172",24
"3147","150085->150175",1
"3148","150085->150178",18
"3149","150085->150180",3
"3150","150085->150210",1
"3151","150085->150215",6
"3152","150085->150240",4
"3153","150085->150277",12
"3154","150085->150293",10
"3155","150085->150295",12
"3156","150085->150304",2
"3157","150085->150309",1
"3158","150085->150350",3
"3159","150085->150360",5
"3160","150085->150370",32
"3161","150085->150380",25
"3162","150085->150405",1
"3163","150085->150420",62
"3164","150085->150430",1
"3165","150085->150442",7
"3166","150085->150445",11
"3167","150085->150470",5
"3168","150085->150497",1
"3169","150085->150500",1
"3170","150085->150506",871
"3171","150085->150510",1
"3172","150085->150543",1
"3173","150085->150548",132
"3174","150085->150550",7
"3175","150085->150553",29
"3176","150085->150563",2
"3177","150085->150565",3
"3178","150085->150580",10
"3179","150085->150590",4
"3180","150085->150600",1
"3181","150085->150613",4
"3182","150085->150616",2
"3183","150085->150618",30
"3184","150085->150619",4
"3185","150085->150620",1
"3186","150085->150635",1
"3187","150085->150650",1
"3188","150085->150680",4
"3189","150085->150710",1
"3190","150085->150715",14
"3191","150085->150730",1
"3192","150085->150745",14
"3193","150085->150760",4
"3194","150085->150775",3
"3195","150085->150780",23
"3196","150085->150795",39
"3197","150085->150800",1
"3198","150085->150808",1
"3199","150085->150810",31
"3200","150085->150812",2
"3201","150085->150815",20
"3202","150085->150835",35
"3203","150085->150840",1
"3204","150090->150070",1
"3205","150090->150080",70
"3206","150090->150130",1
"3207","150090->150140",117
"3208","150090->150150",1
"3209","150090->150170",326
"3210","150090->150220",10
"3211","150090->150240",5
"3212","150090->150290",2
"3213","150090->150345",1
"3214","150090->150405",1
"3215","150090->150440",2
"3216","150090->150442",14
"3217","150090->150610",1
"3218","150090->150620",37
"3219","150090->150650",1
"3220","150090->150655",2
"3221","150090->150660",2
"3222","150090->150700",1
"3223","150090->150747",2
"3224","150090->150803",6
"3225","150090->150820",2
"3226","150090->150830",29
"3227","150095->150010",1
"3228","150095->150080",15
"3229","150095->150140",32
"3230","150095->150190",1
"3231","150095->150240",6
"3232","150095->150275",33
"3233","150095->150340",1
"3234","150095->150345",18
"3235","150095->150350",4
"3236","150095->150405",133
"3237","150095->150442",1
"3238","150095->150550",5
"3239","150095->150660",2
"3240","150095->150720",53
"3241","150095->150760",5
"3242","150095->150795",2
"3243","150095->150800",56
"3244","150100->150360",58
"3245","150100->150619",29
"3246","150100->150680",5
"3247","150110->150010",72
"3248","150110->150020",2
"3249","150110->150030",1
"3250","150110->150040",1
"3251","150110->150080",56
"3252","150110->150120",854
"3253","150110->150130",26
"3254","150110->150140",285
"3255","150110->150150",1
"3256","150110->150180",776
"3257","150110->150210",56
"3258","150110->150240",6
"3259","150110->150280",65
"3260","150110->150290",1
"3261","150110->150310",11
"3262","150110->150330",74
"3263","150110->150340",1
"3264","150110->150360",2
"3265","150110->150400",37
"3266","150110->150405",3
"3267","150110->150410",1
"3268","150110->150442",12
"3269","150110->150450",28
"3270","150110->150460",6
"3271","150110->150470",1
"3272","150110->150480",1
"3273","150110->150490",50
"3274","150110->150506",10
"3275","150110->150520",1958
"3276","150110->150548",1
"3277","150110->150570",53
"3278","150110->150580",141
"3279","150110->150590",1
"3280","150110->150600",4
"3281","150110->150630",3
"3282","150110->150635",7
"3283","150110->150700",1
"3284","150110->150730",1
"3285","150110->150746",1
"3286","150110->150770",293
"3287","150110->150795",2
"3288","150110->150800",2
"3289","150110->150810",10
"3290","150110->150835",3
"3291","150120->150010",3
"3292","150120->150060",1
"3293","150120->150080",10
"3294","150120->150085",1
"3295","150120->150130",1
"3296","150120->150140",33
"3297","150120->150150",1
"3298","150120->150178",512
"3299","150120->150210",163
"3300","150120->150215",1
"3301","150120->150295",1
"3302","150120->150309",115
"3303","150120->150320",2
"3304","150120->150330",2
"3305","150120->150350",1
"3306","150120->150380",5
"3307","150120->150390",1
"3308","150120->150420",1
"3309","150120->150430",1
"3310","150120->150442",1
"3311","150120->150460",83
"3312","150120->150497",1
"3313","150120->150506",2
"3314","150120->150520",419
"3315","150120->150548",8
"3316","150120->150550",1
"3317","150120->150553",2
"3318","150120->150580",3
"3319","150120->150613",1
"3320","150120->150616",1
"3321","150120->150618",1
"3322","150120->150650",1
"3323","150120->150745",2
"3324","150120->150750",1
"3325","150120->150760",2
