"","route","count"
"3864","130170->350950",4
"3865","130170->351290",1
"3866","130170->352710",2
"3867","130170->354340",1
"3868","130170->354980",3
"3869","130170->355030",9
"3870","130170->355580",2
"3871","130170->410480",7
"3872","130170->410690",3
"3873","130170->410830",2
"3874","130170->410840",1
"3875","130170->410880",1
"3876","130170->411280",1
"3877","130170->411400",2
"3878","130170->411460",1
"3879","130170->411520",1
"3880","130170->411710",1
"3881","130170->412035",2
"3882","130170->412380",1
"3883","130170->412405",3
"3884","130170->412440",1
"3885","130170->412520",1
"3886","130170->412730",4
"3887","130170->420200",1
"3888","130170->420240",1
"3889","130170->420540",2
"3890","130170->420670",1
"3891","130170->420900",1
"3892","130170->420910",2
"3893","130170->421100",1
"3894","130170->421480",4
"3895","130170->421690",1
"3896","130170->421720",1
"3897","130170->421780",1
"3898","130170->421870",2
"3899","130170->430320",1
"3900","130170->430510",1
"3901","130170->430700",1
"3902","130170->430750",1
"3903","130170->430850",4
"3904","130170->431140",2
"3905","130170->431690",3
"3906","130170->500270",7
"3907","130170->500540",1
"3908","130170->500769",1
"3909","130170->510025",3
"3910","130170->510080",1
"3911","130170->510140",4
"3912","130170->510250",3
"3913","130170->510263",3
"3914","130170->510267",3
"3915","130170->510268",2
"3916","130170->510270",1
"3917","130170->510285",1
"3918","130170->510325",90
"3919","130170->510330",7
"3920","130170->510337",1
"3921","130170->510340",33
"3922","130170->510410",8
"3923","130170->510480",1
"3924","130170->510510",5
"3925","130170->510515",21
"3926","130170->510525",1
"3927","130170->510560",1
"3928","130170->510618",1
"3929","130170->510622",3
"3930","130170->510626",1
"3931","130170->510675",31
"3932","130170->510704",4
"3933","130170->510706",1
"3934","130170->510757",1
"3935","130170->510787",9
"3936","130170->510790",9
"3937","130170->510792",1
"3938","130170->510795",3
"3939","130170->510805",2
"3940","130170->520870",3
"3941","130170->521190",1
"3942","130170->521850",1
"3943","130170->530010",1
"3944","130180->110018",2
"3945","130180->110020",37
"3946","130180->110080",2
"3947","130180->110094",1
"3948","130180->110149",1
"3949","130180->110170",1
"3950","130180->120020",1806
"3951","130180->120030",3
"3952","130180->120033",5
"3953","130180->120035",1
"3954","130180->120040",10
"3955","130180->120042",22
"3956","130180->120045",1
"3957","130180->120060",1314
"3958","130180->140010",1
"3959","130180->330455",1
"3960","130180->410640",1
"3961","130180->510340",2
"3962","130180->510480",1
"3963","130185->120020",1
"3964","130185->140010",15
"3965","130185->140020",1
"3966","130185->140023",1
"3967","130185->140047",2
"3968","130185->150040",7
"3969","130185->150140",3
"3970","130185->150390",2
"3971","130185->150480",2
"3972","130185->150530",3
"3973","130185->150630",1
"3974","130185->150680",5
"3975","130185->150815",1
"3976","130185->210270",1
"3977","130185->210530",1
"3978","130185->230410",1
"3979","130185->261160",1
"3980","130185->270430",3
"3981","130185->310620",1
"3982","130185->510125",1
"3983","130185->530010",2
"3984","130190->110002",1
"3985","130190->110011",2
"3986","130190->110020",6
"3987","130190->110080",1
"3988","130190->110175",1
"3989","130190->120020",1
"3990","130190->120050",1
"3991","130190->140010",11
"3992","130190->140020",1
"3993","130190->140047",2
"3994","130190->150010",1
"3995","130190->150040",1
"3996","130190->150140",2
"3997","130190->150240",1
"3998","130190->150360",1
"3999","130190->150390",1
"4000","130190->150475",1
"4001","130190->150480",3
"4002","130190->150530",3
"4003","130190->150680",3
"4004","130190->150797",2
"4005","130190->160027",1
"4006","130190->210830",1
"4007","130190->211000",1
"4008","130190->211227",1
"4009","130190->250750",1
"4010","130190->291360",1
"4011","130190->351350",1
"4012","130190->530010",2
"4013","130195->110002",1
"4014","130195->110012",3
"4015","130195->110032",1
"4016","130195->120020",2
"4017","130195->120040",1
"4018","130195->120060",1
"4019","130195->150550",1
"4020","130195->310860",1
"4021","130195->530010",2
"4022","130200->110011",1
"4023","130200->110070",1
"4024","130200->150680",5
"4025","130200->310620",2
"4026","130200->355030",1
"4027","130200->510340",1
"4028","130210->110012",1
"4029","130210->110020",10
"4030","130210->110025",1
"4031","130210->110045",1
"4032","130210->120033",1
"4033","130210->120040",1
"4034","130210->140010",2
"4035","130210->140040",1
"4036","130210->150140",1
"4037","130210->150390",1
"4038","130210->150600",3
"4039","130210->150680",1
"4040","130210->150700",1
"4041","130210->210350",1
"4042","130210->230270",1
"4043","130210->230760",1
"4044","130210->410830",1
"4045","130210->430680",1
"4046","130210->510340",2
"4047","130210->510792",1
"4048","130220->110012",1
"4049","130220->110020",3
"4050","130220->150210",1
"4051","130220->150680",1
"4052","130220->211300",1
"4053","130220->221100",1
"4054","130230->110020",1
"4055","130230->150080",1
"4056","130230->150140",1
"4057","130230->150180",1
"4058","130230->150680",2
"4059","130230->231310",1
"4060","130230->310160",1
"4061","130230->314650",1
"4062","130230->510704",1
"4063","130240->110001",3
"4064","130240->110002",34
"4065","130240->110004",48
"4066","130240->110005",1
"4067","130240->110006",5
"4068","130240->110010",18
"4069","130240->110011",48
"4070","130240->110012",37
"4071","130240->110013",9
"4072","130240->110015",7
"4073","130240->110018",5
"4074","130240->110020",8195
"4075","130240->110025",2
"4076","130240->110026",1
"4077","130240->110028",4
"4078","130240->110030",15
"4079","130240->110033",20
"4080","130240->110034",5
"4081","130240->110037",5
"4082","130240->110040",11
"4083","130240->110045",69
"4084","130240->110050",1
"4085","130240->110060",2
"4086","130240->110070",1
"4087","130240->110080",5
"4088","130240->110092",2
"4089","130240->110094",3
"4090","130240->110100",1
"4091","130240->110110",4
"4092","130240->110130",1
"4093","130240->110140",14
"4094","130240->110148",1
"4095","130240->110149",2
"4096","130240->110155",1
"4097","130240->110160",10
"4098","130240->110170",1
"4099","130240->110180",1
"4100","130240->120001",580
"4101","130240->120010",6
"4102","130240->120013",1
"4103","130240->120017",9
"4104","130240->120025",1
"4105","130240->120034",10
"4106","130240->120038",118
"4107","130240->120040",705
"4108","130240->120045",165
"4109","130240->120050",6
"4110","130240->120070",7
"4111","130240->120080",10
"4112","130240->140047",1
"4113","130240->150060",1
"4114","130240->150080",1
"4115","130240->150140",1
"4116","130240->150360",1
"4117","130240->150390",1
"4118","130240->150550",1
"4119","130240->150812",1
"4120","130240->291560",1
"4121","130240->310620",15
"4122","130240->313170",5
"4123","130240->313420",2
"4124","130240->316180",1
"4125","130240->320130",2
"4126","130240->320320",1
"4127","130240->320530",3
"4128","130240->330240",1
"4129","130240->350750",1
"4130","130240->350950",1
"4131","130240->354340",1
"4132","130240->355030",4
"4133","130240->410690",1
"4134","130240->410830",1
"4135","130240->410940",1
"4136","130240->411990",2
"4137","130240->420540",1
"4138","130240->500270",4
"4139","130240->500370",4
"4140","130240->510140",2
"4141","130240->510180",1
"4142","130240->510330",19
"4143","130240->510340",5
"4144","130240->510515",1
"4145","130240->510704",1
"4146","130240->510790",1
"4147","130240->530010",1
"4148","130250->110011",3
"4149","130250->110020",3
"4150","130250->110050",1
"4151","130250->120013",1
"4152","130250->120020",1
"4153","130250->140010",19
"4154","130250->140045",2
"4155","130250->140047",1
"4156","130250->150140",2
"4157","130250->150150",1
"4158","130250->150210",1
"4159","130250->150370",1
"4160","130250->150390",1
"4161","130250->150480",2
"4162","130250->150510",2
"4163","130250->150680",7
"4164","130250->150770",1
"4165","130250->210632",1
"4166","130250->210820",1
"4167","130250->270430",1
"4168","130250->312870",1
"4169","130250->314800",1
"4170","130250->330010",1
"4171","130250->355030",2
"4172","130250->412625",1
"4173","130250->420910",1
"4174","130250->430700",1
"4175","130250->510340",1
"4176","130250->530010",3
"4177","130255->110011",1
"4178","130255->110012",1
"4179","130255->110018",1
"4180","130255->110032",1
"4181","130255->110149",2
"4182","130255->140010",1
"4183","130255->150360",1
"4184","130255->150680",1
"4185","130255->410830",1
"4186","130255->510325",1
"4187","130255->510340",2
"4188","130255->510515",1
"4189","130260->110002",37
"4190","130260->110004",5
"4191","130260->110005",2
"4192","130260->110008",1
"4193","130260->110009",6
"4194","130260->110010",16
"4195","130260->110011",6
"4196","130260->110012",17
"4197","130260->110013",4
"4198","130260->110014",2
"4199","130260->110015",9
"4200","130260->110018",5
"4201","130260->110020",341
"4202","130260->110025",3
"4203","130260->110028",2
"4204","130260->110030",30
"4205","130260->110033",2
"4206","130260->110034",8
"4207","130260->110037",2
"4208","130260->110040",3
"4209","130260->110045",3
"4210","130260->110050",7
"4211","130260->110060",3
"4212","130260->110070",5
"4213","130260->110080",3
"4214","130260->110094",1
"4215","130260->110100",1
"4216","130260->110110",5
"4217","130260->110143",2
"4218","130260->110147",1
"4219","130260->110149",6
"4220","130260->110170",2
"4221","130260->110175",1
"4222","130260->120001",1
"4223","130260->120005",1
"4224","130260->120010",1
"4225","130260->120013",3
"4226","130260->120017",17
"4227","130260->120020",15
"4228","130260->120033",2
"4229","130260->120035",2
"4230","130260->120038",2
"4231","130260->120040",69
"4232","130260->120045",3
"4233","130260->120060",1
"4234","130260->120070",6
"4235","130260->140005",4
"4236","130260->140010",416
"4237","130260->140015",4
"4238","130260->140017",3
"4239","130260->140020",22
"4240","130260->140023",11
"4241","130260->140028",11
"4242","130260->140030",25
"4243","130260->140040",1
"4244","130260->140045",9
"4245","130260->140047",76
"4246","130260->140050",10
"4247","130260->140060",8
"4248","130260->140070",2
"4249","130260->150010",2
"4250","130260->150040",130
"4251","130260->150050",3
"4252","130260->150060",3
"4253","130260->150080",15
"4254","130260->150085",2
"4255","130260->150095",1
"4256","130260->150100",2
"4257","130260->150130",4
"4258","130260->150140",107
"4259","130260->150145",11
"4260","130260->150150",3
"4261","130260->150170",1
"4262","130260->150178",1
"4263","130260->150180",6
"4264","130260->150200",1
"4265","130260->150210",3
"4266","130260->150215",1
"4267","130260->150220",11
"4268","130260->150230",3
"4269","130260->150240",12
"4270","130260->150260",3
"4271","130260->150285",28
"4272","130260->150300",12
"4273","130260->150330",1
"4274","130260->150345",1
"4275","130260->150350",4
"4276","130260->150360",25
"4277","130260->150370",1
"4278","130260->150375",1
"4279","130260->150380",1
"4280","130260->150390",79
"4281","130260->150405",1
"4282","130260->150420",1
"4283","130260->150440",2
"4284","130260->150442",7
"4285","130260->150475",4
"4286","130260->150480",85
"4287","130260->150497",1
"4288","130260->150503",9
"4289","130260->150506",1
"4290","130260->150510",100
"4291","130260->150520",1
"4292","130260->150530",91
"4293","130260->150550",10
"4294","130260->150553",1
"4295","130260->150565",8
"4296","130260->150570",2
"4297","130260->150580",4
"4298","130260->150600",8
"4299","130260->150610",1
"4300","130260->150619",10
"4301","130260->150620",5
"4302","130260->150650",2
"4303","130260->150680",364
"4304","130260->150700",1
"4305","130260->150730",1
"4306","130260->150745",3
"4307","130260->150746",1
"4308","130260->150760",3
"4309","130260->150780",1
"4310","130260->150796",1
"4311","130260->150797",26
"4312","130260->150805",1
"4313","130260->150810",1
"4314","130260->150812",1
"4315","130260->150815",7
"4316","130260->160015",1
"4317","130260->160027",1
"4318","130260->160030",13
"4319","130260->160050",4
"4320","130260->160053",2
"4321","130260->160060",4
"4322","130260->170210",5
"4323","130260->170220",2
"4324","130260->170255",1
"4325","130260->170380",1
"4326","130260->171830",1
"4327","130260->172100",5
"4328","130260->210005",1
"4329","130260->210020",1
"4330","130260->210060",2
"4331","130260->210120",1
"4332","130260->210140",1
"4333","130260->210160",5
"4334","130260->210197",1
"4335","130260->210200",1
"4336","130260->210207",2
"4337","130260->210232",4
"4338","130260->210300",1
"4339","130260->210330",2
"4340","130260->210455",1
"4341","130260->210465",1
"4342","130260->210530",3
"4343","130260->210542",2
"4344","130260->210570",3
"4345","130260->210600",1
"4346","130260->210630",1
"4347","130260->210637",1
"4348","130260->210750",2
"4349","130260->210820",2
"4350","130260->210825",1
"4351","130260->210850",5
"4352","130260->210860",6
"4353","130260->210870",2
"4354","130260->210890",1
"4355","130260->210910",2
"4356","130260->210927",2
"4357","130260->210990",1
"4358","130260->211003",3
"4359","130260->211020",1
"4360","130260->211030",1
"4361","130260->211110",1
"4362","130260->211120",2
"4363","130260->211130",12
"4364","130260->211140",1
"4365","130260->211245",2
"4366","130260->211250",1
"4367","130260->211280",2
"4368","130260->211290",3
"4369","130260->211400",1
"4370","130260->220370",1
"4371","130260->220390",1
"4372","130260->220465",1
"4373","130260->221100",16
"4374","130260->230110",1
"4375","130260->230205",1
"4376","130260->230210",1
"4377","130260->230350",2
"4378","130260->230370",1
"4379","130260->230410",1
"4380","130260->230420",1
"4381","130260->230440",96
"4382","130260->230445",1
"4383","130260->230560",1
"4384","130260->230640",8
"4385","130260->230800",2
"4386","130260->230970",1
"4387","130260->231020",1
"4388","130260->231025",1
"4389","130260->231030",1
"4390","130260->231126",3
"4391","130260->231150",1
"4392","130260->231240",1
"4393","130260->231290",2
"4394","130260->231350",1
"4395","130260->231375",2
"4396","130260->231380",1
"4397","130260->231410",5
"4398","130260->240160",1
"4399","130260->240325",1
"4400","130260->240710",2
"4401","130260->240800",1
"4402","130260->240810",12
"4403","130260->250750",4
"4404","130260->260790",1
"4405","130260->261110",3
"4406","130260->261160",15
"4407","130260->261560",1
"4408","130260->270430",2
"4409","130260->270510",1
"4410","130260->280030",3
"4411","130260->290070",1
"4412","130260->290620",1
"4413","130260->290650",1
"4414","130260->290760",3
"4415","130260->291080",2
"4416","130260->291360",1
"4417","130260->291840",1
"4418","130260->292530",1
"4419","130260->292740",20
"4420","130260->310160",1
"4421","130260->310620",42
"4422","130260->310670",2
"4423","130260->311140",1
"4424","130260->311570",1
"4425","130260->311860",1
"4426","130260->311940",1
"4427","130260->312230",1
"4428","130260->312390",1
"4429","130260->312770",1
"4430","130260->312940",1
"4431","130260->313170",1
"4432","130260->313240",1
"4433","130260->313350",1
"4434","130260->313670",3
"4435","130260->313720",1
"4436","130260->313820",1
"4437","130260->314330",1
"4438","130260->314480",1
"4439","130260->314560",1
"4440","130260->314610",1
"4441","130260->314710",1
"4442","130260->314800",2
"4443","130260->315570",1
"4444","130260->316040",2
"4445","130260->316070",1
"4446","130260->317010",4
"4447","130260->317020",6
"4448","130260->317070",4
"4449","130260->320090",1
"4450","130260->320240",1
"4451","130260->320320",1
"4452","130260->320500",2
"4453","130260->320520",1
"4454","130260->320530",2
"4455","130260->330010",1
"4456","130260->330020",1
"4457","130260->330070",1
"4458","130260->330100",3
"4459","130260->330170",2
"4460","130260->330190",1
"4461","130260->330240",2
"4462","130260->330285",1
"4463","130260->330330",2
"4464","130260->330360",2
"4465","130260->330455",141
"4466","130260->330490",1
"4467","130260->330510",1
"4468","130260->350320",1
"4469","130260->350380",1
"4470","130260->350400",1
"4471","130260->350600",4
"4472","130260->350635",2
"4473","130260->350750",3
"4474","130260->350840",1
"4475","130260->350950",40
"4476","130260->351110",1
"4477","130260->351630",1
"4478","130260->351840",1
"4479","130260->351870",1
"4480","130260->351880",1
"4481","130260->352040",1
"4482","130260->352230",1
"4483","130260->352310",1
"4484","130260->352600",2
"4485","130260->352680",1
"4486","130260->352690",1
"4487","130260->352900",6
"4488","130260->353060",1
"4489","130260->353730",1
"4490","130260->353800",1
"4491","130260->354100",1
"4492","130260->354140",6
"4493","130260->354340",9
"4494","130260->354780",3
"4495","130260->354850",4
"4496","130260->354880",1
"4497","130260->354970",1
"4498","130260->354980",9
"4499","130260->354990",5
"4500","130260->355030",163
"4501","130260->355100",1
"4502","130260->355220",4
"4503","130260->355250",2
"4504","130260->355340",1
"4505","130260->355710",2
"4506","130260->410040",1
"4507","130260->410100",3
"4508","130260->410140",1
"4509","130260->410180",1
"4510","130260->410450",1
"4511","130260->410480",4
"4512","130260->410640",2
"4513","130260->410690",42
"4514","130260->410830",11
"4515","130260->410880",1
"4516","130260->410940",1
"4517","130260->411180",1
"4518","130260->411400",1
"4519","130260->411520",3
"4520","130260->411790",1
"4521","130260->411820",1
"4522","130260->411840",1
"4523","130260->412060",1
"4524","130260->412625",1
"4525","130260->412740",2
"4526","130260->420140",1
"4527","130260->420200",4
"4528","130260->420240",3
"4529","130260->420280",2
"4530","130260->420290",1
"4531","130260->420300",1
"4532","130260->420420",2
"4533","130260->420430",5
"4534","130260->420460",2
"4535","130260->420470",1
"4536","130260->420540",13
"4537","130260->420820",9
"4538","130260->420830",1
"4539","130260->420880",1
"4540","130260->420910",8
"4541","130260->420930",1
"4542","130260->421190",1
"4543","130260->421580",1
"4544","130260->421620",1
"4545","130260->421660",3
"4546","130260->421820",1
"4547","130260->421870",4
"4548","130260->421917",1
"4549","130260->421950",1
"4550","130260->430160",4
"4551","130260->430300",1
"4552","130260->430350",1
"4553","130260->430440",1
"4554","130260->430460",1
"4555","130260->430490",1
"4556","130260->430510",2
"4557","130260->430610",1
"4558","130260->430700",1
"4559","130260->430820",1
"4560","130260->431020",1
"4561","130260->431340",3
"4562","130260->431440",2
"4563","130260->431490",19
"4564","130260->431690",1
"4565","130260->431800",1
"4566","130260->431900",1
"4567","130260->431915",1
"4568","130260->432250",1
"4569","130260->500240",4
"4570","130260->500270",20
"4571","130260->500370",1
"4572","130260->500560",1
"4573","130260->500769",1
"4574","130260->500830",1
"4575","130260->510025",5
"4576","130260->510080",1
"4577","130260->510125",2
"4578","130260->510140",1
"4579","130260->510250",4
"4580","130260->510263",2
"4581","130260->510325",8
"4582","130260->510330",9
"4583","130260->510340",16
"4584","130260->510410",2
"4585","130260->510455",1
"4586","130260->510515",6
"4587","130260->510523",1
"4588","130260->510525",2
"4589","130260->510562",2
"4590","130260->510618",3
"4591","130260->510623",1
"4592","130260->510642",1
"4593","130260->510675",9
"4594","130260->510760",7
"4595","130260->510785",1
"4596","130260->510787",1
"4597","130260->510790",2
"4598","130260->510795",8
"4599","130260->520110",1
"4600","130260->520450",2
"4601","130260->520870",33
"4602","130260->520890",2
"4603","130260->521250",2
"4604","130260->521310",1
"4605","130260->521800",1
"4606","130260->530010",44
"4607","130270->110001",1
"4608","130270->110002",421
"4609","130270->110003",7
"4610","130270->110004",41
"4611","130270->110005",21
"4612","130270->110006",41
"4613","130270->110007",1
"4614","130270->110009",3
"4615","130270->110010",2
"4616","130270->110011",210
"4617","130270->110012",52
"4618","130270->110013",52
"4619","130270->110014",2
"4620","130270->110015",106
"4621","130270->110018",7
"4622","130270->110020",1124
"4623","130270->110025",7
"4624","130270->110026",2
"4625","130270->110028",18
"4626","130270->110030",28
"4627","130270->110032",5
"4628","130270->110034",5
"4629","130270->110045",9
"4630","130270->110050",2
"4631","130270->110070",5
"4632","130270->110080",8
"4633","130270->110092",4
"4634","130270->110094",10
"4635","130270->110100",21
"4636","130270->110110",4
"4637","130270->110120",5
"4638","130270->110130",28
"4639","130270->110140",7
"4640","130270->110143",15
"4641","130270->110149",9
"4642","130270->110150",4
"4643","130270->110155",3
"4644","130270->110160",3
"4645","130270->110170",2
"4646","130270->110175",1
"4647","130270->110180",28
"4648","130270->120001",3
"4649","130270->120020",1
"4650","130270->120038",2
"4651","130270->120040",3
"4652","130270->120050",1
"4653","130270->140010",2
"4654","130270->150080",1
"4655","130270->150360",2
"4656","130270->150565",1
"4657","130270->150815",1
"4658","130270->210005",1
"4659","130270->210405",1
"4660","130270->210810",2
"4661","130270->310620",2
"4662","130270->312770",2
"4663","130270->313130",1
"4664","130270->313440",1
"4665","130270->313690",1
"4666","130270->314530",2
"4667","130270->314810",2
"4668","130270->315250",2
"4669","130270->316110",1
"4670","130270->320390",1
"4671","130270->320490",2
"4672","130270->320500",1
"4673","130270->330630",1
"4674","130270->353540",1
"4675","130270->355030",2
"4676","130270->355410",1
"4677","130270->410480",2
"4678","130270->410720",2
"4679","130270->410725",1
"4680","130270->411375",1
"4681","130270->411400",1
"4682","130270->412405",1
"4683","130270->412480",3
"4684","130270->420200",1
"4685","130270->420470",3
"4686","130270->421720",1
"4687","130270->421870",4
"4688","130270->430860",2
"4689","130270->431780",1
"4690","130270->500270",2
"4691","130270->510025",2
"4692","130270->510140",2
"4693","130270->510170",2
"4694","130270->510250",3
"4695","130270->510268",6
"4696","130270->510320",1
"4697","130270->510325",1089
"4698","130270->510340",6
"4699","130270->510515",1
"4700","130270->510558",1
"4701","130270->510562",1
"4702","130270->510615",1
"4703","130270->510618",3
"4704","130270->510622",1
"4705","130270->510626",1
"4706","130270->510629",1
"4707","130270->510675",6
"4708","130270->510704",2
"4709","130270->510792",2
"4710","130270->520870",1
"4711","130270->521310",1
"4712","130270->530010",1
"4713","130280->150680",1
"4714","130280->261250",1
"4715","130280->312770",1
"4716","130280->510515",3
"4717","130290->110002",1
"4718","130290->110004",2
"4719","130290->110010",1
"4720","130290->110011",4
"4721","130290->110012",1
"4722","130290->110015",1
"4723","130290->110018",1
"4724","130290->110020",14
"4725","130290->110045",1
"4726","130290->110070",1
"4727","130290->140010",10
"4728","130290->140020",1
"4729","130290->140028",1
"4730","130290->140047",2
"4731","130290->140050",2
"4732","130290->150060",2
"4733","130290->150085",1
"4734","130290->150100",12
"4735","130290->150140",1
"4736","130290->150145",4
"4737","130290->150293",1
"4738","130290->150360",6199
"4739","130290->150370",1
"4740","130290->150375",4814
"4741","130290->150390",1
"4742","130290->150445",1
"4743","130290->150475",1
"4744","130290->150480",13
"4745","130290->150503",50
"4746","130290->150530",1
"4747","130290->150548",2
"4748","130290->150565",48
"4749","130290->150613",1
"4750","130290->150619",54
"4751","130290->150680",339
"4752","130290->150715",1
"4753","130290->150760",1
"4754","130290->150797",1
"4755","130290->150805",53
"4756","130290->150815",2
"4757","130290->160050",1
"4758","130290->170220",1
"4759","130290->170950",1
"4760","130290->210060",1
"4761","130290->210177",2
"4762","130290->210232",1
"4763","130290->210260",10
"4764","130290->210405",1
"4765","130290->210480",4
"4766","130290->210530",2
"4767","130290->210570",1
"4768","130290->210735",1
"4769","130290->210825",1
"4770","130290->210830",1
"4771","130290->210860",1
"4772","130290->210910",1
"4773","130290->211003",2
"4774","130290->211400",8
"4775","130290->230440",1
"4776","130290->310620",1
"4777","130290->420280",1
"4778","130290->510025",17
"4779","130290->510080",3
"4780","130290->510340",2
"4781","130290->510525",1
"4782","130290->510560",1
"4783","130290->510642",1
"4784","130290->510790",2
"4785","130290->521308",1
"4786","130290->521370",1
"4787","130300->110020",2
"4788","130300->110175",1
"4789","130300->140010",1
"4790","130300->150300",1084
"4791","130300->150390",1
"4792","130300->150530",3
"4793","130300->150680",1
"4794","130300->150797",37
"4795","130300->411370",1
"4796","130300->412100",1
"4797","130310->110011",1
"4798","130310->110020",2
"4799","130310->110170",1
"4800","130310->140017",1
"4801","130310->140047",1
"4802","130310->170210",1
"4803","130310->210420",1
"4804","130310->351640",1
"4805","130310->355030",1
"4806","130320->110011",1
"4807","130320->140010",4
"4808","130320->140020",4
"4809","130320->140047",5
"4810","130320->150140",2
"4811","130320->150680",1
"4812","130320->211130",1
"4813","130320->355030",2
"4814","130330->110002",570
"4815","130330->110004",11
"4816","130330->110009",1
"4817","130330->110010",2
"4818","130330->110011",65
"4819","130330->110012",2
"4820","130330->110013",33
"4821","130330->110015",1
"4822","130330->110018",1
"4823","130330->110020",306
"4824","130330->110028",3
"4825","130330->110030",2
"4826","130330->110032",2
"4827","130330->110034",1
"4828","130330->110045",1
"4829","130330->110080",1
"4830","130330->110092",1
"4831","130330->110094",1
"4832","130330->110110",1
"4833","130330->110130",1
"4834","130330->110140",2
"4835","130330->110143",1
"4836","130330->110149",3
"4837","130330->110150",1
"4838","130330->110175",1
"4839","130330->120040",1
"4840","130330->120050",1
"4841","130330->140010",2
"4842","130330->140050",1
"4843","130330->150613",1
"4844","130330->150680",2
"4845","130330->150815",2
"4846","130330->210460",2
"4847","130330->211000",1
"4848","130330->355030",1
"4849","130330->500270",4
"4850","130330->510025",7
"4851","130330->510325",32
"4852","130340->110011",1
"4853","130340->110020",3
"4854","130340->110100",1
"4855","130340->120040",3
"4856","130340->140010",5
"4857","130340->150060",1
"4858","130340->150140",1
"4859","130340->150360",1
"4860","130340->171320",1
"4861","130340->210005",1
"4862","130340->211223",1
"4863","130340->317010",1
"4864","130340->320500",1
"4865","130340->355030",1
"4866","130340->410690",1
"4867","130340->510410",2
"4868","130340->510642",1
"4869","130350->110004",1
"4870","130350->110015",1
"4871","130350->110018",1
"4872","130350->120038",1
"4873","130350->120040",59
"4874","130350->120060",1
"4875","130350->120080",1
"4876","130350->150080",2
"4877","130350->150680",1
"4878","130350->210570",3
"4879","130350->310620",4
"4880","130350->313670",6
"4881","130350->330455",1
"4882","130350->355030",2
"4883","130350->410690",1
"4884","130350->430210",1
"4885","130350->500270",1
"4886","130353->110010",1
"4887","130353->110012",2
"4888","130353->110020",6
"4889","130353->110032",1
"4890","130353->110034",2
"4891","130353->110110",1
"4892","130353->140002",2
"4893","130353->140005",2
"4894","130353->140010",47
"4895","130353->140017",3
"4896","130353->140020",10
"4897","130353->140023",4
"4898","130353->140030",1
"4899","130353->140045",5
"4900","130353->140047",17
"4901","130353->140050",1
"4902","130353->140060",2
"4903","130353->150040",12
"4904","130353->150080",2
"4905","130353->150100",2
"4906","130353->150140",5
"4907","130353->150360",2
"4908","130353->150390",2
"4909","130353->150442",1
"4910","130353->150480",10
"4911","130353->150510",3
"4912","130353->150530",16
"4913","130353->150550",2
"4914","130353->150565",1
"4915","130353->150619",1
"4916","130353->150680",22
"4917","130353->150795",1
"4918","130353->210480",1
"4919","130353->211120",1
"4920","130353->211130",2
"4921","130353->211170",1
"4922","130353->220435",1
"4923","130353->310620",1
"4924","130353->313240",1
"4925","130353->317020",3
"4926","130353->330350",1
"4927","130353->330455",1
"4928","130353->330520",2
"4929","130353->350600",3
"4930","130353->351100",1
"4931","130353->354340",1
"4932","130353->354850",1
"4933","130353->354980",1
"4934","130353->355030",9
"4935","130353->410690",2
"4936","130353->410940",1
"4937","130353->420200",1
"4938","130353->420540",1
"4939","130353->420930",1
"4940","130353->430460",1
"4941","130353->500270",1
"4942","130353->510642",1
"4943","130353->510675",1
"4944","130353->520870",1
"4945","130353->530010",1
"4946","130356->110004",1
"4947","130356->110010",1
"4948","130356->110011",1
"4949","130356->110012",1
"4950","130356->110013",2
"4951","130356->110014",1
"4952","130356->110032",1
"4953","130356->110040",1
"4954","130356->110070",2
"4955","130356->120040",2
"4956","130356->140005",2
"4957","130356->140010",37
"4958","130356->140020",1
"4959","130356->140040",1
"4960","130356->140047",4
"4961","130356->140050",1
"4962","130356->150040",17
"4963","130356->150080",1
"4964","130356->150085",1
"4965","130356->150130",2
"4966","130356->150145",2
"4967","130356->150285",2
"4968","130356->150360",1
"4969","130356->150390",2
"4970","130356->150480",2
"4971","130356->150530",8
"4972","130356->150619",1
"4973","130356->150680",11
"4974","130356->150797",1
"4975","130356->150815",1
"4976","130356->170610",1
"4977","130356->210140",1
"4978","130356->210530",1
"4979","130356->210750",2
"4980","130356->211000",1
"4981","130356->230770",1
"4982","130356->231340",2
"4983","130356->231410",9
"4984","130356->310620",1
"4985","130356->311615",2
"4986","130356->330100",1
"4987","130356->330350",1
"4988","130356->330455",2
"4989","130356->355030",2
"4990","130356->412810",1
"4991","130356->510270",1
"4992","130356->510370",1
"4993","130356->510515",1
"4994","130356->520110",1
"4995","130360->110170",1
"4996","130360->110175",1
"4997","130360->120040",1
"4998","130360->120050",2
"4999","130360->140010",41
"5000","130360->140017",1
"5001","130360->140020",3
"5002","130360->140023",1
"5003","130360->140030",1
"5004","130360->140047",1
"5005","130360->150140",1
"5006","130360->150230",1
"5007","130360->150530",1
"5008","130360->150815",1
"5009","130360->211170",1
"5010","130360->310620",1
"5011","130360->355030",7
"5012","130360->411370",1
"5013","130360->500270",1
"5014","130370->110002",7
"5015","130370->110004",1
"5016","130370->110006",4
"5017","130370->110009",1
"5018","130370->110011",4
"5019","130370->110012",2
"5020","130370->110013",1
"5021","130370->110015",1
"5022","130370->110020",3
"5023","130370->110028",3
"5024","130370->110030",2
"5025","130370->110032",1
"5026","130370->110045",1
"5027","130370->110092",1
"5028","130370->110110",1
