"","route","count"
"2913","110050->110015",1
"2914","110050->110020",2
"2915","110050->110028",7
"2916","110050->110034",1
"2917","110050->110090",2
"2918","110050->110092",2
"2919","110060->110002",242
"2920","110060->110011",52
"2921","110060->110012",5
"2922","110060->110015",14
"2923","110060->110020",12
"2924","110060->110040",2
"2925","110060->110094",1
"2926","110060->110100",12
"2927","110060->110110",1
"2928","110060->110140",116
"2929","110060->110155",1
"2930","110060->110160",1
"2931","110060->110170",2
"2932","110060->130260",2
"2933","110060->140010",1
"2934","110060->313130",1
"2935","110060->320320",1
"2936","110060->320490",2
"2937","110060->320520",1
"2938","110060->410690",1
"2939","110060->510510",1
"2940","110070->110001",1
"2941","110070->110002",413
"2942","110070->110003",1
"2943","110070->110004",46
"2944","110070->110005",1
"2945","110070->110006",4
"2946","110070->110007",2
"2947","110070->110009",11
"2948","110070->110010",2
"2949","110070->110011",166
"2950","110070->110012",140
"2951","110070->110013",6
"2952","110070->110015",55
"2953","110070->110018",6
"2954","110070->110020",50
"2955","110070->110025",7
"2956","110070->110026",1
"2957","110070->110028",17
"2958","110070->110029",2
"2959","110070->110030",11
"2960","110070->110032",1
"2961","110070->110033",11
"2962","110070->110034",1
"2963","110070->110037",3
"2964","110070->110040",4
"2965","110070->110045",4507
"2966","110070->110050",7
"2967","110070->110060",7
"2968","110070->110080",1
"2969","110070->110090",2
"2970","110070->110092",1
"2971","110070->110094",8
"2972","110070->110100",26
"2973","110070->110120",1
"2974","110070->110130",10
"2975","110070->110140",324
"2976","110070->110143",5
"2977","110070->110148",1
"2978","110070->110155",6
"2979","110070->110160",1
"2980","110070->110170",11
"2981","110070->110175",10
"2982","110070->110180",2
"2983","110070->120010",1
"2984","110070->120040",1
"2985","110070->120045",1
"2986","110070->130070",16
"2987","110070->130190",2
"2988","110070->130260",16
"2989","110070->130270",1
"2990","110070->130330",2
"2991","110070->130353",2
"2992","110070->140010",2
"2993","110070->150140",3
"2994","110070->150170",1
"2995","110070->150240",1
"2996","110070->150276",1
"2997","110070->150497",1
"2998","110070->150503",1
"2999","110070->150548",1
"3000","110070->150565",3
"3001","110070->150715",1
"3002","110070->150730",1
"3003","110070->150840",1
"3004","110070->160027",1
"3005","110070->172080",1
"3006","110070->172100",1
"3007","110070->210100",1
"3008","110070->210315",1
"3009","110070->210360",2
"3010","110070->210560",1
"3011","110070->210820",1
"3012","110070->210860",2
"3013","110070->211102",1
"3014","110070->211120",1
"3015","110070->211167",2
"3016","110070->211227",1
"3017","110070->211280",1
"3018","110070->260410",2
"3019","110070->291800",1
"3020","110070->292110",1
"3021","110070->293250",1
"3022","110070->310620",5
"3023","110070->311860",1
"3024","110070->312737",1
"3025","110070->315725",1
"3026","110070->320130",2
"3027","110070->351880",1
"3028","110070->354425",1
"3029","110070->354980",2
"3030","110070->355030",2
"3031","110070->355220",1
"3032","110070->410690",1
"3033","110070->410830",4
"3034","110070->411605",1
"3035","110070->411820",1
"3036","110070->412300",1
"3037","110070->420390",1
"3038","110070->420820",1
"3039","110070->431210",1
"3040","110070->510025",1
"3041","110070->510140",1
"3042","110070->510190",1
"3043","110070->510250",1
"3044","110070->510268",2
"3045","110070->510279",1
"3046","110070->510325",9
"3047","110070->510330",3
"3048","110070->510340",6
"3049","110070->510410",2
"3050","110070->510480",1
"3051","110070->510490",1
"3052","110070->510515",15
"3053","110070->510642",1
"3054","110070->510675",3
"3055","110070->510704",1
"3056","110070->510760",5
"3057","110070->510790",2
"3058","110070->510795",1
"3059","110070->510805",1
"3060","110070->510840",1
"3061","110070->520450",2
"3062","110070->520870",1
"3063","110080->110001",35
"3064","110080->110002",626
"3065","110080->110003",11
"3066","110080->110004",151
"3067","110080->110005",49
"3068","110080->110006",26
"3069","110080->110007",1
"3070","110080->110008",13
"3071","110080->110009",18
"3072","110080->110010",55
"3073","110080->110011",240
"3074","110080->110012",714
"3075","110080->110013",29
"3076","110080->110014",25
"3077","110080->110015",205
"3078","110080->110018",25
"3079","110080->110020",15605
"3080","110080->110025",106
"3081","110080->110026",7
"3082","110080->110028",168
"3083","110080->110029",4
"3084","110080->110030",141
"3085","110080->110032",20
"3086","110080->110033",22
"3087","110080->110034",56
"3088","110080->110037",5
"3089","110080->110040",156
"3090","110080->110045",68
"3091","110080->110050",103
"3092","110080->110060",30
"3093","110080->110070",5
"3094","110080->110090",1
"3095","110080->110092",1
"3096","110080->110094",41
"3097","110080->110100",16
"3098","110080->110110",639
"3099","110080->110120",6
"3100","110080->110130",96
"3101","110080->110140",26
"3102","110080->110143",71
"3103","110080->110145",2
"3104","110080->110146",2
"3105","110080->110148",2
"3106","110080->110149",9
"3107","110080->110150",11
"3108","110080->110155",87
"3109","110080->110160",22
"3110","110080->110170",70
"3111","110080->110175",10
"3112","110080->110180",22
"3113","110080->120001",2
"3114","110080->120005",1
"3115","110080->120010",3
"3116","110080->120017",4
"3117","110080->120020",1
"3118","110080->120025",4
"3119","110080->120030",2
"3120","110080->120033",1
"3121","110080->120038",4
"3122","110080->120040",35
"3123","110080->120045",1
"3124","110080->120050",5
"3125","110080->130014",3
"3126","110080->130070",1
"3127","110080->130090",15
"3128","110080->130110",2
"3129","110080->130170",32
"3130","110080->130200",1
"3131","110080->130260",8
"3132","110080->130270",3
"3133","110080->140010",1
"3134","110080->140023",2
"3135","110080->140045",1
"3136","110080->150085",2
"3137","110080->150140",1
"3138","110080->150503",1
"3139","110080->150680",3
"3140","110080->150835",1
"3141","110080->172100",7
"3142","110080->210232",1
"3143","110080->210440",1
"3144","110080->210530",1
"3145","110080->210550",1
"3146","110080->210900",1
"3147","110080->210955",1
"3148","110080->211102",1
"3149","110080->211130",3
"3150","110080->211290",1
"3151","110080->230440",1
"3152","110080->240810",1
"3153","110080->270430",4
"3154","110080->280030",3
"3155","110080->310420",1
"3156","110080->310620",1
"3157","110080->313375",1
"3158","110080->313960",5
"3159","110080->314790",2
"3160","110080->315980",1
"3161","110080->316370",1
"3162","110080->320016",2
"3163","110080->320150",3
"3164","110080->320320",2
"3165","110080->320390",1
"3166","110080->320470",1
"3167","110080->320490",1
"3168","110080->330455",2
"3169","110080->350950",1
"3170","110080->351640",1
"3171","110080->353800",2
"3172","110080->354340",1
"3173","110080->354980",1
"3174","110080->355030",7
"3175","110080->355220",1
"3176","110080->410200",1
"3177","110080->410480",2
"3178","110080->410690",1
"3179","110080->410880",1
"3180","110080->411605",1
"3181","110080->412300",1
"3182","110080->412350",1
"3183","110080->420280",1
"3184","110080->420430",1
"3185","110080->420910",1
"3186","110080->421620",1
"3187","110080->421950",1
"3188","110080->431690",1
"3189","110080->500020",2
"3190","110080->500270",1
"3191","110080->500325",1
"3192","110080->500370",1
"3193","110080->500830",2
"3194","110080->510125",2
"3195","110080->510140",2
"3196","110080->510180",1
"3197","110080->510190",1
"3198","110080->510250",3
"3199","110080->510263",2
"3200","110080->510285",1
"3201","110080->510320",1
"3202","110080->510325",7
"3203","110080->510330",2
"3204","110080->510340",18
"3205","110080->510480",4
"3206","110080->510525",1
"3207","110080->510629",3
"3208","110080->510642",1
"3209","110080->510675",4
"3210","110080->510730",1
"3211","110080->510757",5
"3212","110080->510760",2
"3213","110080->510770",2
"3214","110080->510787",2
"3215","110080->510790",2
"3216","110080->510792",1
"3217","110080->510794",1
"3218","110080->520110",1
"3219","110080->520870",1
"3220","110080->521310",1
"3221","110080->521570",2
"3222","110080->530010",1
"3223","110090->110001",1
"3224","110090->110002",1
"3225","110090->110004",5
"3226","110090->110008",1
"3227","110090->110012",9
"3228","110090->110014",2
"3229","110090->110020",3
"3230","110090->110025",20
"3231","110090->110028",54
"3232","110090->110029",1
"3233","110090->110032",2
"3234","110090->110034",1
"3235","110090->110050",1
"3236","110090->110094",1
"3237","110090->110143",1
"3238","110090->110149",1
"3239","110090->130014",1
"3240","110090->313960",1
"3241","110090->510285",1
"3242","110092->110001",1
"3243","110092->110003",4
"3244","110092->110004",1
"3245","110092->110005",4
"3246","110092->110006",5
"3247","110092->110007",1
"3248","110092->110009",2
"3249","110092->110012",2
"3250","110092->110014",4
"3251","110092->110018",13
"3252","110092->110020",4
"3253","110092->110028",9
"3254","110092->110030",81
"3255","110092->110145",3
"3256","110092->110149",2
"3257","110092->110175",1
"3258","110092->130260",1
"3259","110092->150835",1
"3260","110092->500270",1
"3261","110092->510330",1
"3262","110092->510675",2
"3263","110092->510760",1
"3264","110092->510795",1
"3265","110094->110001",4
"3266","110094->110002",2376
"3267","110094->110004",62
"3268","110094->110005",15
"3269","110094->110006",11
"3270","110094->110008",4
"3271","110094->110009",8
"3272","110094->110010",4
"3273","110094->110011",148
"3274","110094->110012",681
"3275","110094->110013",332
"3276","110094->110014",39
"3277","110094->110015",160
"3278","110094->110018",29
"3279","110094->110020",82
"3280","110094->110025",76
"3281","110094->110026",314
"3282","110094->110028",47
"3283","110094->110029",2
"3284","110094->110030",31
"3285","110094->110032",13
"3286","110094->110033",7
"3287","110094->110034",37
"3288","110094->110037",5
"3289","110094->110040",489
"3290","110094->110045",89
"3291","110094->110050",10
"3292","110094->110060",23
"3293","110094->110070",22
"3294","110094->110080",10
"3295","110094->110090",1
"3296","110094->110100",21
"3297","110094->110110",67
"3298","110094->110120",8
"3299","110094->110130",20
"3300","110094->110140",160
"3301","110094->110143",9
"3302","110094->110145",1
"3303","110094->110146",1
"3304","110094->110148",1
"3305","110094->110149",14
"3306","110094->110150",4
"3307","110094->110155",9
"3308","110094->110160",136
"3309","110094->110170",61
"3310","110094->110175",62
"3311","110094->110180",28
"3312","110094->120040",2
"3313","110094->120050",1
"3314","110094->130014",1
"3315","110094->130170",7
"3316","110094->130260",1
"3317","110094->130270",5
"3318","110094->150140",1
"3319","110094->150215",1
"3320","110094->150240",1
"3321","110094->170220",1
"3322","110094->172100",1
"3323","110094->291080",1
"3324","110094->291560",3
"3325","110094->310490",1
"3326","110094->310620",3
"3327","110094->311340",2
"3328","110094->312230",1
"3329","110094->313300",1
"3330","110094->313420",1
"3331","110094->313960",1
"3332","110094->315250",1
"3333","110094->315725",6
"3334","110094->315780",1
"3335","110094->316250",1
"3336","110094->317020",2
"3337","110094->320150",1
"3338","110094->320210",2
"3339","110094->320320",4
"3340","110094->320400",1
"3341","110094->320470",1
"3342","110094->320490",2
"3343","110094->320506",1
"3344","110094->320515",1
"3345","110094->354980",1
"3346","110094->355030",7
"3347","110094->410200",1
"3348","110094->410360",1
"3349","110094->410450",1
"3350","110094->410480",7
"3351","110094->410630",1
"3352","110094->410690",7
"3353","110094->410770",1
"3354","110094->410830",2
"3355","110094->411520",2
"3356","110094->421190",1
"3357","110094->421870",1
"3358","110094->430510",1
"3359","110094->431720",1
"3360","110094->500270",1
"3361","110094->500720",1
"3362","110094->510325",22
"3363","110094->510330",6
"3364","110094->510337",1
"3365","110094->510340",7
"3366","110094->510515",1
"3367","110094->510525",1
"3368","110094->510642",1
"3369","110094->510675",3
"3370","110094->510757",9
"3371","110094->510760",3
"3372","110094->510787",2
"3373","110094->510795",1
"3374","110094->510850",1
"3375","110094->520870",4
"3376","110094->521310",1
"3377","110100->110002",24
"3378","110100->110011",83
"3379","110100->110012",4
"3380","110100->110015",1
"3381","110100->110020",3
"3382","110100->110028",1
"3383","110100->110045",3
"3384","110100->110060",17
"3385","110100->110070",408
"3386","110100->110094",2
"3387","110100->110140",23
"3388","110100->110160",1
"3389","110100->110175",1
"3390","110100->220370",1
"3391","110100->310090",1
"3392","110100->320490",2
"3393","110100->352230",1
"3394","110100->355030",1
"3395","110100->510510",1
"3396","110110->110001",1
"3397","110110->110002",6292
"3398","110110->110003",5
"3399","110110->110004",393
"3400","110110->110005",3
"3401","110110->110006",3
"3402","110110->110009",1
"3403","110110->110010",10
"3404","110110->110011",97
"3405","110110->110012",103
"3406","110110->110013",20
"3407","110110->110014",1
"3408","110110->110015",11
"3409","110110->110018",1
"3410","110110->110020",1476
"3411","110110->110025",5
"3412","110110->110026",27
"3413","110110->110028",9
"3414","110110->110030",7
"3415","110110->110032",2
"3416","110110->110037",2
"3417","110110->110040",230
"3418","110110->110045",7
"3419","110110->110060",11
"3420","110110->110070",1
"3421","110110->110080",299
"3422","110110->110094",30
"3423","110110->110100",6
"3424","110110->110130",8
"3425","110110->110140",101
"3426","110110->110148",1
"3427","110110->110149",1
"3428","110110->110155",1
"3429","110110->110160",4
"3430","110110->110170",4
"3431","110110->110175",8
"3432","110110->110180",1
"3433","110110->120040",1
"3434","110110->130170",3
"3435","110110->130260",1
"3436","110110->140047",1
"3437","110110->210160",1
"3438","110110->230250",2
"3439","110110->291072",1
"3440","110110->291080",1
"3441","110110->292740",1
"3442","110110->310620",4
"3443","110110->311860",1
"3444","110110->313170",1
"3445","110110->314330",1
"3446","110110->315430",1
"3447","110110->316760",11
"3448","110110->320490",1
"3449","110110->320500",1
"3450","110110->320520",1
"3451","110110->320530",2
"3452","110110->330455",1
"3453","110110->350280",1
"3454","110110->352230",2
"3455","110110->355070",1
"3456","110110->355220",1
"3457","110110->410690",4
"3458","110110->410830",1
"3459","110110->411850",1
"3460","110110->412800",1
"3461","110110->430040",2
"3462","110110->430545",2
"3463","110110->500270",1
"3464","110110->500370",1
"3465","110110->500600",1
"3466","110110->510250",1
"3467","110110->510325",1
"3468","110110->510340",3
"3469","110110->510760",2
"3470","110110->510790",1
"3471","110110->510792",1
"3472","110110->522010",1
"3473","110120->110002",1
"3474","110120->110004",18
"3475","110120->110018",1
"3476","110120->110020",2
"3477","110120->110028",1
"3478","110120->110170",1
"3479","110120->130190",1
"3480","110120->420420",1
"3481","110120->420640",1
"3482","110120->510140",1
"3483","110120->510325",1
"3484","110130->110001",1
"3485","110130->110002",6
"3486","110130->110011",13
"3487","110130->110012",22
"3488","110130->110013",2
"3489","110130->110015",28
"3490","110130->110020",17
"3491","110130->110025",4
"3492","110130->110033",1
"3493","110130->110034",10
"3494","110130->110037",2
"3495","110130->110045",3
"3496","110130->110060",1
"3497","110130->110070",1
"3498","110130->110110",1
"3499","110130->110140",1
"3500","110130->110143",25
"3501","110130->110155",12
"3502","110130->110170",59
"3503","110130->110180",2
"3504","110130->120045",1
"3505","110130->130090",1
"3506","110130->313940",1
"3507","110130->313960",8
"3508","110130->320130",1
"3509","110130->320490",1
"3510","110130->355030",1
"3511","110130->410480",1
"3512","110130->410690",1
"3513","110130->510337",1
"3514","110130->510340",1
"3515","110130->510775",1
"3516","110140->110002",2596
"3517","110140->110004",12
"3518","110140->110009",1
"3519","110140->110010",3
"3520","110140->110011",30
"3521","110140->110012",51
"3522","110140->110013",5
"3523","110140->110014",1
"3524","110140->110015",12
"3525","110140->110018",2
"3526","110140->110020",48
"3527","110140->110025",5
"3528","110140->110026",7
"3529","110140->110028",4
"3530","110140->110030",4
"3531","110140->110033",2
"3532","110140->110034",1
"3533","110140->110037",1
"3534","110140->110040",2
"3535","110140->110045",82
"3536","110140->110060",16
"3537","110140->110070",20
"3538","110140->110080",1
"3539","110140->110094",8
"3540","110140->110100",7
"3541","110140->110110",7
"3542","110140->110130",20
"3543","110140->110143",2
"3544","110140->110155",3
"3545","110140->110170",6
"3546","110140->110175",2
"3547","110140->110180",2
"3548","110140->130014",1
"3549","110140->130170",3
"3550","110140->130260",1
"3551","110140->130330",2
"3552","110140->150050",1
"3553","110140->160015",2
"3554","110140->313960",1
"3555","110140->320435",1
"3556","110140->320530",1
"3557","110140->350950",1
"3558","110140->355030",1
"3559","110140->410830",1
"3560","110140->412350",1
"3561","110140->510250",2
"3562","110140->510325",2
"3563","110140->510515",1
"3564","110143->110001",1
"3565","110143->110002",1
"3566","110143->110005",1
"3567","110143->110007",1
"3568","110143->110009",1
"3569","110143->110011",3
"3570","110143->110012",7
"3571","110143->110013",1
"3572","110143->110015",9
"3573","110143->110020",2
"3574","110143->110028",1
"3575","110143->110033",1
"3576","110143->110060",1
"3577","110143->110080",1
"3578","110143->110110",1
"3579","110143->110130",15
"3580","110143->110170",5
"3581","110143->120045",1
"3582","110143->150506",1
"3583","110143->510337",1
"3584","110143->510340",2
"3585","110143->510500",1
"3586","110145->110004",1
"3587","110145->110008",1
"3588","110145->110009",1
"3589","110145->110011",1
"3590","110145->110018",8
"3591","110145->110020",1
"3592","110145->110025",1
"3593","110145->110028",5
"3594","110145->110029",2
"3595","110145->110092",2
"3596","110145->110148",4
"3597","110145->220120",1
"3598","110145->313180",1
"3599","110145->500270",1
"3600","110145->500720",1
"3601","110146->110001",2
"3602","110146->110004",3
"3603","110146->110005",105
"3604","110146->110006",8
"3605","110146->110007",3
"3606","110146->110008",1
"3607","110146->110010",4
"3608","110146->110012",1
"3609","110146->110015",1
"3610","110146->110018",1
"3611","110146->110020",4
"3612","110146->110025",1
"3613","110146->110028",1
"3614","110146->110030",30
"3615","110146->110149",2
"3616","110146->150420",1
"3617","110146->310620",1
"3618","110146->510263",1
"3619","110146->510675",1
"3620","110147->110002",1
"3621","110147->110012",1
"3622","110147->110015",1
"3623","110147->110028",1
"3624","110147->120005",2
"3625","110147->130070",2
"3626","110147->130240",1
"3627","110147->130260",5
"3628","110147->130340",1
"3629","110147->140010",1
"3630","110147->140047",1
"3631","110147->150140",1
"3632","110147->150215",1
"3633","110147->150240",1
"3634","110147->150390",1
"3635","110147->150730",1
"3636","110147->160030",2
"3637","110147->210300",1
"3638","110147->210325",1
"3639","110147->210530",1
"3640","110147->211130",2
"3641","110147->211280",3
"3642","110147->220580",1
"3643","110147->261160",1
"3644","110147->411980",1
"3645","110147->510170",1
"3646","110147->510410",1
"3647","110147->510560",1
"3648","110147->510562",1
"3649","110147->510642",1
"3650","110147->510704",1
"3651","110147->510719",1
"3652","110147->510770",1
"3653","110147->510860",1
"3654","110147->520870",1
"3655","110148->110004",2
"3656","110148->110018",3
"3657","110148->110020",1
"3658","110148->110025",1
"3659","110148->110028",3
"3660","110148->510517",1
"3661","110149->110001",28
"3662","110149->110002",3
"3663","110149->110004",64
"3664","110149->110005",1
"3665","110149->110006",4
"3666","110149->110008",282
"3667","110149->110009",2
"3668","110149->110010",12
"3669","110149->110011",1
"3670","110149->110012",51
"3671","110149->110014",30
"3672","110149->110015",3
"3673","110149->110018",12
"3674","110149->110020",12
"3675","110149->110025",31
"3676","110149->110028",80
"3677","110149->110029",5
"3678","110149->110030",3
"3679","110149->110032",25
"3680","110149->110034",21
"3681","110149->110037",4
"3682","110149->110050",24
"3683","110149->110070",1
"3684","110149->110080",1
"3685","110149->110092",1
"3686","110149->110094",4
"3687","110149->110130",10
"3688","110149->110143",1
"3689","110149->110146",1
"3690","110149->110147",1
"3691","110149->110150",6
"3692","110149->110155",1
"3693","110149->110170",3
"3694","110149->110175",1
"3695","110149->130090",1
"3696","110149->130170",3
"3697","110149->130270",2
"3698","110149->150360",1
"3699","110149->150497",1
"3700","110149->311860",1
"3701","110149->313120",1
"3702","110149->316805",1
"3703","110149->320410",1
"3704","110149->350950",1
"3705","110149->355030",2
"3706","110149->420910",1
"3707","110149->500270",1
"3708","110149->510250",2
"3709","110149->510325",2
"3710","110149->510704",1
"3711","110149->510795",1
"3712","110149->520110",1
"3713","110150->110002",3
"3714","110150->110004",23
"3715","110150->110008",3
"3716","110150->110011",1
"3717","110150->110012",20
"3718","110150->110014",30
"3719","110150->110015",1
"3720","110150->110018",3
"3721","110150->110020",3
"3722","110150->110025",9
"3723","110150->110028",13
"3724","110150->110030",2
"3725","110150->110032",28
"3726","110150->110033",1
"3727","110150->110034",9
"3728","110150->110050",7
"3729","110150->110120",1
"3730","110150->110130",1
"3731","110150->110149",22
"3732","110150->110155",1
"3733","110150->130014",1
"3734","110150->320090",4
"3735","110150->320313",1
"3736","110150->320515",1
"3737","110150->350950",1
"3738","110150->355030",1
"3739","110150->410940",1
"3740","110150->500270",1
"3741","110150->510325",3
"3742","110155->110001",1
"3743","110155->110002",2
"3744","110155->110012",5
"3745","110155->110013",1
"3746","110155->110015",2
"3747","110155->110020",1
"3748","110155->110025",1
"3749","110155->110029",1
"3750","110155->110149",1
"3751","110155->130014",2
"3752","110155->130170",1
"3753","110155->150812",1
"3754","110155->312770",1
"3755","110155->510340",1
"3756","110155->510410",1
"3757","110160->110002",43
"3758","110160->110004",1
"3759","110160->110005",1
"3760","110160->110007",3
"3761","110160->110011",712
"3762","110160->110012",20
"3763","110160->110013",11
"3764","110160->110015",39
"3765","110160->110020",8
"3766","110160->110026",3
"3767","110160->110028",2
"3768","110160->110030",5
"3769","110160->110032",1
"3770","110160->110034",1
"3771","110160->110037",2
"3772","110160->110040",1
"3773","110160->110060",6
"3774","110160->110070",1
"3775","110160->110094",14
"3776","110160->110100",8
"3777","110160->110130",102
"3778","110160->110143",34
"3779","110160->110155",7
"3780","110160->110170",2
"3781","110160->110175",62
"3782","110160->110180",5
"3783","110160->130170",1
"3784","110160->210330",1
"3785","110160->313960",1
"3786","110160->316860",1
"3787","110160->320490",1
"3788","110160->410300",1
"3789","110160->410830",1
"3790","110160->411370",1
"3791","110160->500769",1
"3792","110160->510340",1
"3793","110160->510890",2
"3794","110170->110002",2
"3795","110170->110004",10
"3796","110170->110006",1
"3797","110170->110011",3
"3798","110170->110012",34
"3799","110170->110013",1
"3800","110170->110015",11
"3801","110170->110020",26
"3802","110170->110025",1
"3803","110170->110028",1
"3804","110170->110030",4
"3805","110170->110032",1
"3806","110170->110034",11
"3807","110170->110040",2
"3808","110170->110045",1
"3809","110170->110060",1
"3810","110170->110110",2
"3811","110170->110130",69
"3812","110170->110143",5
"3813","110170->110150",1
"3814","110170->110155",2
"3815","110170->110180",1
"3816","110170->120010",1
"3817","110170->130014",1
"3818","110170->130260",1
"3819","110170->320490",2
"3820","110170->320520",1
"3821","110170->330455",1
"3822","110170->411520",1
"3823","110170->510325",1
"3824","110170->510410",2
"3825","110170->510622",1
"3826","110175->110002",146
"3827","110175->110004",2
"3828","110175->110006",1
"3829","110175->110009",1
"3830","110175->110010",1
"3831","110175->110011",386
"3832","110175->110012",106
"3833","110175->110013",760
"3834","110175->110014",4
"3835","110175->110015",29
"3836","110175->110020",9
"3837","110175->110025",2
"3838","110175->110028",5
"3839","110175->110029",1
"3840","110175->110030",2
"3841","110175->110032",2
"3842","110175->110034",1
"3843","110175->110037",1
"3844","110175->110040",4
"3845","110175->110045",7
"3846","110175->110080",1
"3847","110175->110094",3
"3848","110175->110100",3
"3849","110175->110110",1
"3850","110175->110130",3
"3851","110175->110140",3
"3852","110175->110143",5
"3853","110175->110155",12
"3854","110175->110160",87
"3855","110175->110170",5
"3856","110175->110180",11
"3857","110175->140010",1
"3858","110175->310620",1
"3859","110175->320320",1
"3860","110175->320490",2
"3861","110175->350600",1
"3862","110175->355030",1
"3863","110175->421720",2
"3864","110175->500769",1
"3865","110175->510325",2
"3866","110175->510720",1
"3867","110180->110010",1
"3868","110180->110011",6
"3869","110180->110012",57
"3870","110180->110013",1
"3871","110180->110015",93
"3872","110180->110020",2
"3873","110180->110030",2
"3874","110180->110034",3
"3875","110180->110045",1
"3876","110180->110130",1
"3877","110180->110143",1
"3878","110180->110155",4
"3879","110180->110160",2
"3880","110180->110170",2
"3881","110180->110175",1
"3882","110180->130270",1
"3883","110180->130330",5
"3884","110180->210530",1
"3885","110180->211102",1
"3886","110180->310620",1
"3887","110180->320490",2
"3888","110180->330590",1
"3889","110180->510325",2
"3890","120000->220020",1
"3891","120000->230440",5
"3892","120000->240810",2
"3893","120000->250750",1
"3894","120000->314330",1
"3895","120000->320090",1
"3896","120000->330390",1
"3897","120000->351550",1
"3898","120000->354340",1
"3899","120000->354780",1
"3900","120000->355030",12
"3901","120000->355410",1
"3902","120000->410690",2
"3903","120000->410830",1
"3904","120000->410880",1
"3905","120000->411520",1
"3906","120000->420540",1
"3907","120000->421420",1
"3908","120000->421500",1
"3909","120000->520870",12
"3910","120000->530010",1
"3911","120001->110002",1
"3912","120001->110004",1
"3913","120001->110006",1
"3914","120001->110007",1
"3915","120001->110011",3
"3916","120001->110012",7
"3917","120001->110015",1
"3918","120001->110018",2
"3919","120001->110020",610
"3920","120001->110025",1
"3921","120001->110028",3
"3922","120001->110029",1
"3923","120001->110030",4
"3924","120001->110033",2
"3925","120001->110034",2
"3926","120001->110037",2
"3927","120001->110045",3
"3928","120001->110060",1
"3929","120001->110094",2
"3930","120001->110100",1
"3931","120001->110148",2
"3932","120001->110150",1
"3933","120001->120010",3
"3934","120001->120013",1
"3935","120001->120017",6
"3936","120001->120020",1
"3937","120001->120038",177
"3938","120001->120040",499
"3939","120001->120042",1
"3940","120001->120045",20
"3941","120001->120050",2
"3942","120001->120060",1
"3943","120001->120070",4
"3944","120001->120080",4
"3945","120001->130070",4
"3946","120001->130170",3
"3947","120001->130240",1
"3948","120001->130260",7
"3949","120001->130356",1
"3950","120001->150050",1
"3951","120001->150080",1
"3952","120001->150140",1
"3953","120001->150360",1
"3954","120001->210542",1
"3955","120001->210740",1
"3956","120001->230440",2
"3957","120001->230730",1
"3958","120001->320013",1
"3959","120001->320120",1
"3960","120001->320470",1
"3961","120001->320500",2
"3962","120001->330455",1
"3963","120001->350750",1
"3964","120001->354140",1
"3965","120001->354340",2
"3966","120001->410690",1
"3967","120001->410830",1
"3968","120001->411970",1
"3969","120001->420750",1
"3970","120001->421190",1
"3971","120001->421210",1
"3972","120001->421580",1
"3973","120001->421880",1
"3974","120001->430160",1
"3975","120001->431340",1
"3976","120001->431410",1
"3977","120001->510337",1
"3978","120001->510515",1
"3979","120001->510629",1
"3980","120001->510704",1
"3981","120001->510760",1
"3982","120001->520870",1
"3983","120005->110011",2
"3984","120005->110018",1
"3985","120005->110020",2
"3986","120005->120010",3
"3987","120005->120033",1
"3988","120005->120040",13
"3989","120005->120045",1
"3990","120005->130165",2
"3991","120005->130180",2
"3992","120005->310350",1
"3993","120005->313720",1
"3994","120005->330455",2
"3995","120010->110002",1
"3996","120010->110012",2
"3997","120010->110020",9
"3998","120010->110030",1
"3999","120010->110037",1
"4000","120010->110045",1
"4001","120010->110080",1
"4002","120010->110149",1
"4003","120010->110160",1
"4004","120010->120005",1
"4005","120010->120020",2
"4006","120010->120025",2
"4007","120010->120040",23
"4008","120010->120045",1
"4009","120010->120080",2
"4010","120010->130070",1
"4011","120010->130180",1
"4012","120010->330240",1
"4013","120010->350950",1
"4014","120010->410650",1
"4015","120010->420460",1
"4016","120010->510795",5
"4017","120010->530010",1
"4018","120013->110010",1
"4019","120013->110020",3
"4020","120013->120017",1
"4021","120013->120020",2
"4022","120013->120025",1
"4023","120013->120030",1
"4024","120013->120038",7
"4025","120013->120040",819
"4026","120013->120045",8
"4027","120013->120050",13
"4028","120013->120070",2
"4029","120013->120080",6
"4030","120017->110009",1
"4031","120017->110020",5
"4032","120017->110028",1
"4033","120017->110030",2
"4034","120017->110110",1
"4035","120017->120001",1
"4036","120017->120010",5
"4037","120017->120013",5
"4038","120017->120038",23
"4039","120017->120040",293
"4040","120017->120045",368
"4041","120017->120050",1
"4042","120017->120060",1
"4043","120017->120070",10
"4044","120017->120080",2
"4045","120017->130190",1
"4046","120017->310620",1
"4047","120017->410140",1
"4048","120017->420540",1
"4049","120017->520110",1
"4050","120017->530010",1
"4051","120020->110002",22
"4052","120020->110004",7
"4053","120020->110010",1
"4054","120020->110011",2
"4055","120020->110012",22
"4056","120020->110014",1
"4057","120020->110015",2
"4058","120020->110018",3
"4059","120020->110020",271
"4060","120020->110025",3
"4061","120020->110028",5
"4062","120020->110030",11
"4063","120020->110034",1
"4064","120020->110037",1
"4065","120020->110040",1
"4066","120020->110080",3
"4067","120020->110092",1
"4068","120020->110110",1
"4069","120020->110130",3
"4070","120020->110149",1
"4071","120020->120001",7
"4072","120020->120005",1
"4073","120020->120010",20
"4074","120020->120013",11
"4075","120020->120017",6
"4076","120020->120025",6
"4077","120020->120030",79
